DAY 1---WORKSPACE SETUP
Paretic,30%max (SL1)
Paretic,0%max (SL0)
Paretic,practice ball-in-bowl
Nonparetic,30%max (SL1)
Nonparetic,0%max (SL0)
Nonparetic,practice ball-in-bowl
DAY 1---BALL-IN-BOWL
Set 1
Arm,Supportlevel,Frequency,trial
Nonparetic,1.0,0.0,153
Nonparetic,1.0,0.0,154
Nonparetic,1.0,0.0,155
Nonparetic,2.0,0.0,156
Nonparetic,2.0,0.0,157
Nonparetic,2.0,0.0,158
Nonparetic,2.0,0.0,159
Nonparetic,2.0,0.0,160
Mandatory 5min break

NAIL-AND-HAMMER
Arm,SupportLevel
Nonparetic,training
Paretic,training
Paretic,1,1
Paretic,1,2
Paretic,1,3
Paretic,1,4
Paretic,1,5
Paretic,1,6
Paretic,0,7
Paretic,0,8
Paretic,0,9
Paretic,0,10
Paretic,0,11
Paretic,0,12
Mandatory 5min break + switch arms
Nonparetic,1,13
Nonparetic,1,14
Nonparetic,1,15
Nonparetic,1,16
Nonparetic,1,17
Nonparetic,1,18
Nonparetic,0,19
Nonparetic,0,20
Nonparetic,0,21
Nonparetic,0,22
Nonparetic,0,23
Nonparetic,0,24
