DAY 1---WORKSPACE SETUP
Paretic,30%max (SL1)
Paretic,0%max (SL0)
Paretic,practice ball-in-bowl
Nonparetic,30%max (SL1)
Nonparetic,0%max (SL0)
Nonparetic,practice ball-in-bowl
DAY 1---BALL-IN-BOWL
Set 1
Arm,Supportlevel,Frequency,trial
Paretic,2.0,0.0,93
Paretic,2.0,0.0,94
Paretic,2.0,0.0,95
Paretic,1.0,1.0,96
Paretic,1.0,1.0,97
Paretic,1.0,1.0,98
Paretic,1.0,1.0,99
Paretic,1.0,1.0,100
Mandatory 5min break + switch arms
Nonparetic,2.0,1.0,101
Nonparetic,2.0,1.0,102
Nonparetic,2.0,1.0,103
Nonparetic,2.0,1.0,104
Nonparetic,2.0,1.0,105
Nonparetic,2.0,0.0,106
Nonparetic,2.0,0.0,107
Nonparetic,2.0,0.0,108
Nonparetic,2.0,0.0,109
Nonparetic,2.0,0.0,110
Nonparetic,1.0,1.0,111
Nonparetic,1.0,1.0,112
Nonparetic,1.0,1.0,113
Nonparetic,1.0,1.0,114
Nonparetic,1.0,1.0,115
Nonparetic,2.0,2.0,116
Nonparetic,2.0,2.0,117
Nonparetic,2.0,2.0,118
Nonparetic,2.0,2.0,119
Nonparetic,2.0,2.0,120
Set 2
Mandatory 5min break + switch arms
Arm,Supportlevel,Frequency,trial
Paretic,2.0,3.0,121
Paretic,2.0,3.0,122
Paretic,2.0,3.0,123
Paretic,2.0,3.0,124
Paretic,2.0,3.0,125
Paretic,2.0,2.0,126
Paretic,2.0,2.0,127
Paretic,2.0,2.0,128
Paretic,2.0,2.0,129
Paretic,2.0,2.0,130
Paretic,1.0,2.0,131
Paretic,1.0,2.0,132
Paretic,1.0,2.0,133
Paretic,1.0,2.0,134
Paretic,1.0,2.0,135
Paretic,1.0,3.0,136
Paretic,1.0,3.0,137
Paretic,1.0,3.0,138
Paretic,1.0,3.0,139
Paretic,1.0,3.0,140
Mandatory 5min break + switch arms
Nonparetic,1.0,3.0,141
Nonparetic,1.0,3.0,142
Nonparetic,1.0,3.0,143
Nonparetic,1.0,3.0,144
Nonparetic,1.0,3.0,145
Nonparetic,1.0,0.0,146
Nonparetic,1.0,0.0,147
Nonparetic,1.0,0.0,148
Nonparetic,1.0,0.0,149
Nonparetic,1.0,0.0,150
Nonparetic,2.0,3.0,151
Nonparetic,2.0,3.0,152
Nonparetic,2.0,3.0,153
Nonparetic,2.0,3.0,154
Nonparetic,2.0,3.0,155
Nonparetic,1.0,2.0,156
Nonparetic,1.0,2.0,157
Nonparetic,1.0,2.0,158
Nonparetic,1.0,2.0,159
Nonparetic,1.0,2.0,160
Mandatory 5min break

NAIL-AND-HAMMER
Arm,SupportLevel
Nonparetic,training
Paretic,training
Paretic,1,1
Paretic,1,2
Paretic,1,3
Paretic,1,4
Paretic,1,5
Paretic,1,6
Paretic,0,7
Paretic,0,8
Paretic,0,9
Paretic,0,10
Paretic,0,11
Paretic,0,12
Mandatory 5min break + switch arms
Nonparetic,0,13
Nonparetic,0,14
Nonparetic,0,15
Nonparetic,0,16
Nonparetic,0,17
Nonparetic,0,18
Nonparetic,1,19
Nonparetic,1,20
Nonparetic,1,21
Nonparetic,1,22
Nonparetic,1,23
Nonparetic,1,24
